areaCode,areaName,areaType,date,hospitalCases,newDailyNsoDeathsByDeathDate
K02000001,United Kingdom,overview,2020-03-27,7267,463
K02000001,United Kingdom,overview,2020-03-26,,413
K02000001,United Kingdom,overview,2020-03-25,,337
K02000001,United Kingdom,overview,2020-03-24,,263
K02000001,United Kingdom,overview,2020-03-23,,208
K02000001,United Kingdom,overview,2020-03-22,,183
K02000001,United Kingdom,overview,2020-03-21,,144
K02000001,United Kingdom,overview,2020-03-20,,118
K02000001,United Kingdom,overview,2020-03-19,,79
K02000001,United Kingdom,overview,2020-03-18,,73
K02000001,United Kingdom,overview,2020-03-17,,58
K02000001,United Kingdom,overview,2020-03-16,,51
K02000001,United Kingdom,overview,2020-03-15,,31
K02000001,United Kingdom,overview,2020-03-14,,21
K02000001,United Kingdom,overview,2020-03-13,,16
K02000001,United Kingdom,overview,2020-03-12,,13
K02000001,United Kingdom,overview,2020-03-11,,7
K02000001,United Kingdom,overview,2020-03-10,,3
K02000001,United Kingdom,overview,2020-03-09,,5
K02000001,United Kingdom,overview,2020-03-08,,2
K02000001,United Kingdom,overview,2020-03-07,,0
K02000001,United Kingdom,overview,2020-03-06,,2
K02000001,United Kingdom,overview,2020-03-05,,2
K02000001,United Kingdom,overview,2020-03-04,,1
K02000001,United Kingdom,overview,2020-03-03,,0
K02000001,United Kingdom,overview,2020-03-02,,1
K02000001,United Kingdom,overview,2020-03-01,,0
K02000001,United Kingdom,overview,2020-02-29,,0
K02000001,United Kingdom,overview,2020-02-28,,0
K02000001,United Kingdom,overview,2020-02-27,,0
K02000001,United Kingdom,overview,2020-02-26,,0
K02000001,United Kingdom,overview,2020-02-25,,0
K02000001,United Kingdom,overview,2020-02-24,,0
K02000001,United Kingdom,overview,2020-02-23,,0
K02000001,United Kingdom,overview,2020-02-22,,1
K02000001,United Kingdom,overview,2020-02-21,,0
K02000001,United Kingdom,overview,2020-02-20,,0
K02000001,United Kingdom,overview,2020-02-19,,0
K02000001,United Kingdom,overview,2020-02-18,,0
K02000001,United Kingdom,overview,2020-02-17,,0
K02000001,United Kingdom,overview,2020-02-16,,0
K02000001,United Kingdom,overview,2020-02-15,,0
K02000001,United Kingdom,overview,2020-02-14,,0
K02000001,United Kingdom,overview,2020-02-13,,0
K02000001,United Kingdom,overview,2020-02-12,,0
K02000001,United Kingdom,overview,2020-02-11,,0
K02000001,United Kingdom,overview,2020-02-10,,0
K02000001,United Kingdom,overview,2020-02-09,,0
K02000001,United Kingdom,overview,2020-02-08,,0
K02000001,United Kingdom,overview,2020-02-07,,0
K02000001,United Kingdom,overview,2020-02-06,,0
K02000001,United Kingdom,overview,2020-02-05,,0
K02000001,United Kingdom,overview,2020-02-04,,0
K02000001,United Kingdom,overview,2020-02-03,,0
K02000001,United Kingdom,overview,2020-02-02,,1
K02000001,United Kingdom,overview,2020-02-01,,0
K02000001,United Kingdom,overview,2020-01-31,,0
K02000001,United Kingdom,overview,2020-01-30,,1
