areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate
K02000001,United Kingdom,overview,2020-04-03,6847
K02000001,United Kingdom,overview,2020-04-02,6007
K02000001,United Kingdom,overview,2020-04-01,5201
K02000001,United Kingdom,overview,2020-03-31,4432
K02000001,United Kingdom,overview,2020-03-30,3771
K02000001,United Kingdom,overview,2020-03-29,3180
K02000001,United Kingdom,overview,2020-03-28,2674
K02000001,United Kingdom,overview,2020-03-27,2238
K02000001,United Kingdom,overview,2020-03-26,1840
K02000001,United Kingdom,overview,2020-03-25,1478
K02000001,United Kingdom,overview,2020-03-24,1175
K02000001,United Kingdom,overview,2020-03-23,938
K02000001,United Kingdom,overview,2020-03-22,752
K02000001,United Kingdom,overview,2020-03-21,588
K02000001,United Kingdom,overview,2020-03-20,458
K02000001,United Kingdom,overview,2020-03-19,349
K02000001,United Kingdom,overview,2020-03-18,275
K02000001,United Kingdom,overview,2020-03-17,207
K02000001,United Kingdom,overview,2020-03-16,155
K02000001,United Kingdom,overview,2020-03-15,108
K02000001,United Kingdom,overview,2020-03-14,76
K02000001,United Kingdom,overview,2020-03-13,54
K02000001,United Kingdom,overview,2020-03-12,38
K02000001,United Kingdom,overview,2020-03-11,25
K02000001,United Kingdom,overview,2020-03-10,17
K02000001,United Kingdom,overview,2020-03-09,14
K02000001,United Kingdom,overview,2020-03-08,9
K02000001,United Kingdom,overview,2020-03-07,6
K02000001,United Kingdom,overview,2020-03-06,6
K02000001,United Kingdom,overview,2020-03-05,6
K02000001,United Kingdom,overview,2020-03-04,3
K02000001,United Kingdom,overview,2020-03-03,3
K02000001,United Kingdom,overview,2020-03-02,1
